customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_03138,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,95.2,0.0,Yes
CUST_03139,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,95.0,1103.69,No
CUST_03140,Female,0,No,No,37,No,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,41.43,1515.16,Yes
CUST_03141,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),30.18,1309.94,No
CUST_03142,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),82.48,3236.93,No
CUST_03143,Male,0,No,Yes,14,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.58,710.56,No
CUST_03144,Male,0,No,No,49,No,Yes,No,No internet service,No,No,No,No,No internet service,One year,No,Mailed check,19.54,962.58,No
CUST_03145,Female,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),62.37,67.65,No
CUST_03146,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,82.49,4262.89,No
CUST_03147,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,110.68,2809.35,Yes
CUST_03148,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),61.71,3982.29,No
CUST_03149,Male,0,Yes,No,32,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),32.55,1060.14,No
CUST_03150,Male,1,Yes,Yes,58,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.49,3562.61,No
CUST_03151,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.19,2384.74,No
CUST_03152,Female,0,No,No,20,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,27.79,575.49,No
CUST_03153,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),36.75,1809.89,No
CUST_03154,Male,0,No,Yes,70,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.68,3147.73,No
CUST_03155,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,64.1,4509.03,No
CUST_03156,Female,1,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,110.61,7155.49,Yes
CUST_03157,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,No,Mailed check,95.26,3456.87,No
CUST_03158,Female,0,Yes,No,13,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.0,1091.84,Yes
CUST_03159,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),99.55,7071.73,No
CUST_03160,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),107.18,639.91,No
CUST_03161,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,64.71,2348.99,Yes
CUST_03162,Female,0,Yes,No,44,No,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,92.96,4124.95,No
CUST_03163,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,111.41,2381.18,No
CUST_03164,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,71.73,3106.22,No
CUST_03165,Male,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,95.09,3207.21,No
CUST_03166,Female,0,No,No,59,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),117.21,6889.7,No
CUST_03167,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,65.72,171.06,No
CUST_03168,Female,0,Yes,No,66,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),85.88,5623.25,Yes
CUST_03169,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,63.11,4439.13,No
CUST_03170,Male,0,No,Yes,54,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),90.28,4886.47,Yes
CUST_03171,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Electronic check,57.19,457.86,No
CUST_03172,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),30.89,2053.95,No
CUST_03173,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.7,2946.95,No
CUST_03174,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.83,1238.8,Yes
CUST_03175,Female,0,Yes,No,30,Yes,No,No,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,118.49,3531.25,No
CUST_03176,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.41,5340.59,No
CUST_03177,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.35,5490.62,No
CUST_03178,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.63,7670.34,Yes
CUST_03179,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,23.98,1094.95,No
CUST_03180,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.55,4286.56,No
CUST_03181,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,29.19,639.14,Yes
CUST_03182,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),106.74,6789.27,Yes
CUST_03183,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.09,5136.76,Yes
CUST_03184,Female,0,No,No,10,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,65.06,618.58,No
CUST_03185,Female,0,Yes,No,62,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.12,6164.96,Yes
CUST_03186,Male,0,Yes,No,21,Yes,No,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,58.59,1188.33,No
CUST_03187,Female,0,No,No,53,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.58,4866.32,No
CUST_03188,Female,0,No,Yes,35,No,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,38.01,1368.38,No
CUST_03189,Female,0,No,No,57,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,25.19,1453.6,No
CUST_03190,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,85.22,1604.4,No
CUST_03191,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),59.75,899.55,No
CUST_03192,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.29,2192.38,No
CUST_03193,Male,0,Yes,Yes,49,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.39,1645.86,No
CUST_03194,Female,0,Yes,No,65,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,106.3,6868.55,Yes
CUST_03195,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.17,656.86,No
CUST_03196,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,101.51,1413.32,No
CUST_03197,Male,0,No,No,72,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.49,2568.08,No
CUST_03198,Male,0,No,No,26,Yes,No,DSL,No,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,64.52,1694.98,No
CUST_03199,Female,1,Yes,No,7,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,62.15,480.79,Yes
CUST_03200,Male,1,No,No,69,No,No,DSL,No,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),41.29,2834.71,No
CUST_03201,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),37.84,1824.02,No
CUST_03202,Female,0,No,No,66,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,68.0,4450.92,Yes
CUST_03203,Male,0,No,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),63.94,1550.38,No
CUST_03204,Male,0,No,No,35,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Two year,No,Mailed check,97.22,3367.95,No
CUST_03205,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),65.86,1336.36,No
CUST_03206,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.49,2618.91,No
CUST_03207,Male,1,Yes,No,10,Yes,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,66.56,703.08,Yes
CUST_03208,Female,0,No,No,7,Yes,No,No,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,110.71,726.27,No
CUST_03209,Male,0,No,No,56,Yes,No,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.05,1893.89,No
CUST_03210,Male,0,No,No,45,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,110.56,4930.36,Yes
CUST_03211,Female,0,No,No,1,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,88.49,136.61,Yes
CUST_03212,Female,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.21,5328.64,No
CUST_03213,Female,0,No,No,51,No,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,61.73,3118.93,No
CUST_03214,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,54.44,3506.51,Yes
CUST_03215,Female,0,No,No,10,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,93.42,922.97,Yes
CUST_03216,Male,1,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,79.63,441.59,No
CUST_03217,Female,0,No,Yes,63,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,83.9,5246.96,No
CUST_03218,Male,0,Yes,No,54,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.57,4374.19,No
CUST_03219,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,24.01,1036.71,Yes
CUST_03220,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.09,946.98,Yes
CUST_03221,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,54.48,179.16,Yes
CUST_03222,Female,1,No,Yes,24,No,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,98.99,2416.1,No
CUST_03223,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,77.46,3749.12,Yes
CUST_03224,Female,1,No,No,72,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,61.98,4500.78,No
CUST_03225,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,118.27,8324.42,No
CUST_03226,Male,0,Yes,No,1,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.01,45.71,No
CUST_03227,Female,1,Yes,No,9,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),107.12,950.4,Yes
CUST_03228,Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,111.08,147.44,Yes
CUST_03229,Female,0,No,No,59,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.01,5472.14,No
CUST_03230,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,60.38,2630.47,No
CUST_03231,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,67.73,443.29,Yes
CUST_03232,Male,0,Yes,No,57,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),33.97,1949.72,No
CUST_03233,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,80.26,448.67,No
CUST_03234,Female,0,No,No,71,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,Yes,Electronic check,69.74,4915.64,Yes
CUST_03235,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,39.61,757.75,No
CUST_03236,Male,1,Yes,No,46,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,22.14,1035.18,Yes
CUST_03237,Male,0,No,Yes,0,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.77,32.47,Yes
CUST_03238,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,21.08,267.21,No
CUST_03239,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.44,2679.11,No
CUST_03240,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,74.56,207.37,Yes
CUST_03241,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.46,2313.95,Yes
CUST_03242,Female,1,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.93,2246.93,Yes
CUST_03243,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,40.9,114.45,Yes
CUST_03244,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,51.45,3472.31,No
CUST_03245,Female,0,Yes,No,56,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),18.6,1076.79,No
CUST_03246,Female,0,Yes,Yes,23,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,111.42,2573.36,No
CUST_03247,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,79.17,2566.04,No
CUST_03248,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),100.67,208.29,No
CUST_03249,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),90.95,224.6,Yes
CUST_03250,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,74.91,2145.93,No
CUST_03251,Male,0,Yes,Yes,69,Yes,No,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.87,4822.87,No
CUST_03252,Male,0,Yes,Yes,48,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.1,2991.46,Yes
CUST_03253,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),73.84,2153.18,No
CUST_03254,Female,0,No,No,71,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),38.41,2680.82,Yes
CUST_03255,Female,0,Yes,No,15,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,57.97,861.93,No
CUST_03256,Female,0,No,No,52,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),73.65,3851.32,Yes
CUST_03257,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,No,Mailed check,92.09,427.0,No
CUST_03258,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,97.38,2247.57,No
CUST_03259,Male,0,No,No,27,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,105.1,2838.06,No
CUST_03260,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),53.35,1091.24,No
CUST_03261,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,77.58,576.13,Yes
CUST_03262,Male,0,No,No,35,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,72.25,2522.16,No
CUST_03263,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,58.62,518.06,No
CUST_03264,Female,0,Yes,No,39,No,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,51.93,1987.69,No
CUST_03265,Female,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.96,989.78,Yes
CUST_03266,Female,1,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,35.9,0.0,Yes
CUST_03267,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,31.87,2012.89,No
CUST_03268,Female,0,Yes,Yes,67,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,48.34,3266.42,No
CUST_03269,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.35,1359.48,No
CUST_03270,Male,0,Yes,Yes,39,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.25,1813.51,Yes
CUST_03271,Male,0,No,Yes,2,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.05,174.03,No
CUST_03272,Female,0,No,No,8,No,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),38.02,311.74,No
CUST_03273,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,44.58,1380.28,No
CUST_03274,Female,0,Yes,No,66,No,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,One year,No,Credit card (automatic),68.79,4515.21,No
CUST_03275,Female,1,Yes,Yes,3,Yes,No phone service,No,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.72,115.19,No
CUST_03276,Male,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,108.48,516.68,No
CUST_03277,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,79.82,5764.53,Yes
CUST_03278,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,52.05,1294.25,No
CUST_03279,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),63.68,95.08,Yes
CUST_03280,Female,0,Yes,No,65,Yes,No,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.69,3959.35,Yes
CUST_03281,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),107.94,210.79,Yes
CUST_03282,Male,0,Yes,No,34,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.01,2633.98,Yes
CUST_03283,Female,0,Yes,Yes,58,Yes,No,No,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,55.54,3254.38,No
CUST_03284,Male,0,Yes,Yes,37,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.02,2556.03,No
CUST_03285,Female,1,No,No,32,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.63,1737.04,No
CUST_03286,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),95.66,1350.3,Yes
CUST_03287,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.89,249.52,No
CUST_03288,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),68.28,4468.61,No
CUST_03289,Female,0,No,No,44,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,42.97,1841.59,No
CUST_03290,Male,0,Yes,No,47,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.47,1930.81,No
CUST_03291,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),36.69,1609.89,No
CUST_03292,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,68.56,2466.28,Yes
CUST_03293,Male,0,No,Yes,28,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),28.77,842.66,No
CUST_03294,Female,0,No,No,33,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),70.48,2351.97,No
CUST_03295,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,78.93,4593.92,Yes
CUST_03296,Female,1,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,108.76,4529.26,No
CUST_03297,Female,0,Yes,No,32,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,95.31,3001.26,Yes
CUST_03298,Female,0,No,No,18,No,Yes,No,Yes,No,No internet service,No,Yes,Yes,One year,No,Electronic check,83.62,1500.32,Yes
CUST_03299,Male,0,Yes,No,7,No,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,99.49,654.94,No
CUST_03300,Female,1,No,No,30,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,53.51,1622.96,Yes
CUST_03301,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.74,736.63,Yes
CUST_03302,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,26.64,217.53,No
CUST_03303,Male,0,No,Yes,24,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),70.78,1661.38,Yes
CUST_03304,Female,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.28,1039.01,No
CUST_03305,Male,0,Yes,No,37,Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.21,4037.18,Yes
CUST_03306,Female,0,No,No,6,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,48.47,282.78,No
CUST_03307,Male,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,87.36,3276.23,No
CUST_03308,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,87.45,6194.17,No
CUST_03309,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),90.03,1709.5,No
CUST_03310,Male,0,No,No,10,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Two year,No,Mailed check,86.78,899.21,No
CUST_03311,Male,0,No,No,15,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),107.14,1563.99,No
CUST_03312,Male,1,Yes,Yes,41,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,78.19,3252.38,No
CUST_03313,Male,0,Yes,No,51,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),104.39,5331.83,No
